"pairId:INTEGER","amzn.id:INTEGER","bnn.id:INTEGER","amzn.ISBN_13:INTEGER","amzn.Title:TEXT","amzn.Author:TEXT","amzn.Price:FLOAT","amzn.Publisher:TEXT","amzn.Publication_date:TEXT","amzn.Pages:INTEGER","bnn.ISBN_13:TEXT","bnn.Title:TEXT","bnn.Author:TEXT","bnn.Price:FLOAT","bnn.Publisher:TEXT","bnn.Publication_date:TEXT","bnn.Pages:INTEGER","label:INTEGER"
"62","219","2527","9780451469663","Only Enchanting: A Survivors' Club Novel","Mary Balogh","5.53","Signet","10/28/2014","400","9780451416315","One Potion in the Grave: A Magic Potion Mystery","Heather Blake","7.99","Signet","10/07/2014","336","0"
"63","220","2967","9780547928227","The Hobbit; or, There and Back Again","J. R. R. Tolkien","9.48","Houghton Mifflin Harcourt","09/18/2012","300","9780547928197","The Return of the King: Being theThird Part of the Lord of the Rings","J. R. R. Tolkien","12.25","Houghton Mifflin Harcourt","09/18/2012","432","0"
"64","222","1573","9781250010650","The Christmas Light","Donna VanLiere","13.48","St. Martin's Press","10/14/2014","224","9781250052001","Full Measure","T. Jefferson Parker","18.65","St. Martin's Press","10/07/2014","288","0"
"65","222","2245","9781250010650","The Christmas Light","Donna VanLiere","13.48","St. Martin's Press","10/14/2014","224","9781250010711","The Silent Sister","Diane Chamberlain","16.59","St. Martin's Press","10/07/2014","352","0"
"66","222","2329","9781250010650","The Christmas Light","Donna VanLiere","13.48","St. Martin's Press","10/14/2014","224","9781250045645","Seventh Grave and No Body (Charley Davidson Series #7)","Darynda Jones","16.73","St. Martin's Press","10/21/2014","336","0"
"67","222","2731","9781250010650","The Christmas Light","Donna VanLiere","13.48","St. Martin's Press","10/14/2014","224","9781250054951","Anything He Wants & Castaway","Sara Fawkes","11.11","St. Martin's Press","10/21/2014","672","0"
"68","238","860","9780670015672","The Magician's Land: A Novel (Magicians Trilogy)","Lev Grossman","17.49","Viking Adult","08/05/2014","416","9780670015672","The Magician's Land (Magicians Series #3)","Lev Grossman","17.84","Viking Adult","08/05/2014","416","1"
"69","246","123","9781455529780","Private Down Under","James Patterson","11.84","Grand Central Publishing","08/26/2014","384","9781455520091","A Love to Call Her Own","Marilyn Pappano","6.4","Grand Central Publishing","08/26/2014","400","0"
"70","246","519","9781455529780","Private Down Under","James Patterson","11.84","Grand Central Publishing","08/26/2014","384","9781455529285","Slow Satisfaction","Cecilia Tan","7.0","Grand Central Publishing","08/26/2014","336","0"
"71","246","1361","9781455529780","Private Down Under","James Patterson","11.84","Grand Central Publishing","08/26/2014","384","9781455529780","Private Down Under","James Patterson","11.84","Grand Central Publishing","08/26/2014","384","1"
"72","254","1897","9781451698855","Doctor Sleep","Stephen King","13.6","Gallery Books","06/10/2014","560","9781476709017","The Summer Wind","Mary Alice Monroe","10.22","Gallery Books","06/17/2014","384","0"
"73","254","2013","9781451698855","Doctor Sleep","Stephen King","13.6","Gallery Books","06/10/2014","560","9781476766669","Rusty Nailed (Cocktail Series #2)","Alice Clayton","11.07","Gallery Books","06/24/2014","320","0"
"74","255","591","9781439153666","The Kitchen House: A Novel","Kathleen Grissom","10.82","Touchstone","02/02/2010","384","9781439153666","The Kitchen House","Kathleen Grissom","10.92","Touchstone","02/02/2010","384","1"
"75","258","551","9781455520640","The Longest Ride","Nicholas Sparks","13.5","Grand Central Publishing","05/06/2014","416","9781455582907","Still Life with Crows (Special Agent Pendergast Series #4)","Douglas Preston","7.3","Grand Central Publishing","05/27/2014","640","0"
"76","258","739","9781455520640","The Longest Ride","Nicholas Sparks","13.5","Grand Central Publishing","05/06/2014","416","9781455529858","Honeymoon","James Patterson","7.3","Grand Central Publishing","05/27/2014","416","0"
"77","258","2786","9781455520640","The Longest Ride","Nicholas Sparks","13.5","Grand Central Publishing","05/06/2014","416","9781455575992","The Gods of Guilt (Mickey Haller Series #5)","Michael Connelly","10.49","Grand Central Publishing","05/06/2014","416","0"
"78","258","3182","9781455520640","The Longest Ride","Nicholas Sparks","13.5","Grand Central Publishing","05/06/2014","416","9781455573073","The End of Always: A Novel","Randi Davenport","17.5","Grand Central Publishing","05/06/2014","336","0"
"79","269","2069","9781451626650","Catch-22: 50th Anniversary Edition","Joseph Heller","10.52","Simon & Schuster","04/05/2011","544","9781416596585","In the Plex: How Google Thinks, Works, and Shapes Our Lives","Steven Levy","0.0","Simon & Schuster","04/12/2011","432","0"
"80","270","1417","9780316376112","Winter Street","Elin Hilderbrand","22.5","Little, Brown and Company","10/14/2014","256","9780316376112","Winter Street","Elin Hilderbrand","16.25","Little, Brown and Company","10/14/2014","256","1"
"81","270","1743","9780316376112","Winter Street","Elin Hilderbrand","22.5","Little, Brown and Company","10/14/2014","256","9780316074292","The Luminaries","Eleanor Catton","11.7","Little, Brown and Company","10/07/2014","864","0"
"82","280","1121","9780316079921","The Broken Eye (Lightbringer)","Brent Weeks","17.3","Orbit","08/26/2014","816","9780316079921","The Broken Eye (Lightbringer Series #3)","Brent Weeks","17.64","Orbit","08/26/2014","816","1"
"83","280","2627","9780316079921","The Broken Eye (Lightbringer)","Brent Weeks","17.3","Orbit","08/26/2014","816","9780316404242","The Remaining: Fractured","D. J. Molles","7.0","Orbit","08/26/2014","720","0"
"84","290","2326","9780544173767","The Princess Bride: An Illustrated Edition of S. Morgenstern's Classic Tale of True Love and High Adventure","William Goldman","19.53","Houghton Mifflin Harcourt","11/05/2013","496","9780544173767","The Princess Bride: An Illustrated Edition of S. Morgenstern's Classic Tale of True Love and High Adventure","William Goldman","19.92","Houghton Mifflin Harcourt","11/05/2013","496","1"
"85","293","2","9781250020055","The Perfect Witness: A Novel","Iris Johansen","19.01","St. Martin's Press","09/30/2014","352","9781250046635","Virtually Human: The Promise---and the Peril---of Digital Immortality","Martine Rothblatt","20.53","St. Martin's Press","09/09/2014","368","0"
"86","293","1591","9781250020055","The Perfect Witness: A Novel","Iris Johansen","19.01","St. Martin's Press","09/30/2014","352","9780312616267","The Blood of an Englishman (Agatha Raisin Series #25)","M. C. Beaton","18.8","St. Martin's Press","09/16/2014","304","0"
"87","293","1918","9781250020055","The Perfect Witness: A Novel","Iris Johansen","19.01","St. Martin's Press","09/30/2014","352","9781250020055","The Perfect Witness","Iris Johansen","20.51","St. Martin's Press","09/30/2014","352","1"
"88","293","2575","9781250020055","The Perfect Witness: A Novel","Iris Johansen","19.01","St. Martin's Press","09/30/2014","352","9781250054531","Accused (Rosato & Associates Series #12)","Lisa Scottoline","12.28","St. Martin's Press","09/09/2014","384","0"
"89","293","2711","9781250020055","The Perfect Witness: A Novel","Iris Johansen","19.01","St. Martin's Press","09/30/2014","352","9781250046710","Duck the Halls (Meg Langslow Series #16)","Donna Andrews","7.99","St. Martin's Press","09/30/2014","336","0"
"90","309","1615","9780316246620","Ancillary Justice (Imperial Radch)","Ann Leckie","15.0","Orbit","10/01/2013","416","9780316254199","Black Butler, Volume 15","Yana Toboso (Created by)","9.75","Orbit","10/29/2013","176","0"
"91","309","1871","9780316246620","Ancillary Justice (Imperial Radch)","Ann Leckie","15.0","Orbit","10/01/2013","416","9780316246620","Ancillary Justice","Ann Leckie","11.99","Orbit","10/01/2013","416","1"
"92","325","1685","9781250027702","Betrayed: A Rosato & DiNunzio Novel","Lisa Scottoline","17.7","St. Martin's Press","11/25/2014","352","9781250027702","Betrayed (Rosato & Associates Series #13)","Lisa Scottoline","17.87","St. Martin's Press","11/25/2014","352","1"
"93","358","1750","9781607067986","The Walking Dead Book 9","Robert Kirkman","24.53","Image Comics","09/17/2013","336","9781607067986","The Walking Dead, Book Nine","Robert Kirkman","25.02","Image Comics","09/17/2013","336","1"
"94","362","2034","9781476733951","Wool","Hugh Howey","11.22","Simon & Schuster","03/12/2013","528","9781476733951","Wool","Hugh Howey","11.75","Simon & Schuster","03/12/2013","508","1"
"95","363","1067","9780756408992","Closer to Home: Book One of Herald Spy (The Herald Spy)","Mercedes Lackey","16.41","DAW Hardcover","10/07/2014","368","9780756408992","Closer to Home: Book One of Herald Spy","Mercedes Lackey","16.73","DAW Hardcover","10/07/2014","368","1"
"96","363","1646","9780756408992","Closer to Home: Book One of Herald Spy (The Herald Spy)","Mercedes Lackey","16.41","DAW Hardcover","10/07/2014","368","9780756410438","The Slow Regard of Silent Things","Patrick Rothfuss","11.59","DAW Hardcover","10/28/2014","176","0"
"97","366","1004","9781476784328","The Girl Next Door: A Novel","Ruth Rendell","14.94","Scribner","10/07/2014","288","9781439138335","Nora Webster","Colm Toibin","16.6","Scribner","10/07/2014","384","0"
"98","394","141","9781612183954","Pines (The Wayward Pines Trilogy Book 1)","Blake Crouch","11.99","Thomas & Mercer","08/21/2012","320","9781612183954","Pines","Blake Crouch","11.93","Thomas & Mercer","08/21/2012","319","1"
"99","397","350","9780451414717","A Midwinter's Tail: A Magical Cats Mystery","Sofie Kelly","6.0","Signet","10/07/2014","336","9780451468178","Rasputin's Shadow","Raymond Khoury","9.99","Signet","10/07/2014","528","0"
"100","397","1912","9780451414717","A Midwinter's Tail: A Magical Cats Mystery","Sofie Kelly","6.0","Signet","10/07/2014","336","9780451414717","A Midwinter's Tail: A Magical Cats Mystery","Sofie Kelly","7.99","Signet","10/07/2014","336","1"
"101","397","2527","9780451414717","A Midwinter's Tail: A Magical Cats Mystery","Sofie Kelly","6.0","Signet","10/07/2014","336","9780451416315","One Potion in the Grave: A Magic Potion Mystery","Heather Blake","7.99","Signet","10/07/2014","336","0"
"102","401","1885","9780316246651","Ancillary Sword (Imperial Radch)","Ann Leckie","14.4","Orbit","10/07/2014","400","9780316246651","Ancillary Sword","Ann Leckie","14.32","Orbit","10/07/2014","400","1"
"103","408","2199","9780312429980","Wolf Hall","Hilary Mantel","9.07","Picador","08/31/2010","604","9780312429980","Wolf Hall","Hilary Mantel","9.16","Picador","08/31/2010","640","1"
"104","415","732","9780316230070","So We Read On: How The Great Gatsby Came to Be and Why It Endures","Maureen Corrigan","23.4","Little, Brown and Company","09/09/2014","352","9780316211048","Burn (Michael Bennett Series #7)","James Patterson","16.8","Little, Brown and Company","09/29/2014","432","0"
"105","415","1201","9780316230070","So We Read On: How The Great Gatsby Came to Be and Why It Endures","Maureen Corrigan","23.4","Little, Brown and Company","09/09/2014","352","9780316228596","The Casual Vacancy","J. K. Rowling","8.5","Little, Brown and Company","09/30/2014","656","0"
"106","415","2114","9780316230070","So We Read On: How The Great Gatsby Came to Be and Why It Endures","Maureen Corrigan","23.4","Little, Brown and Company","09/09/2014","352","9780316370134","Neverhome","Laird Hunt","19.99","Little, Brown and Company","09/09/2014","256","0"
"107","431","373","9780316211291","Unlucky 13 (Women's Murder Club)","James Patterson","28.0","Little, Brown and Company","05/05/2014","416","9780316242905","The Three: A Novel","Sarah Lotz","19.5","Little, Brown and Company","05/20/2014","480","0"
"108","431","1810","9780316211291","Unlucky 13 (Women's Murder Club)","James Patterson","28.0","Little, Brown and Company","05/05/2014","416","9780316211277","Unlucky 13","James Patterson","22.5","Little, Brown and Company","05/05/2014","480","0"
"109","431","2850","9780316211291","Unlucky 13 (Women's Murder Club)","James Patterson","28.0","Little, Brown and Company","05/05/2014","416","9780316230841","We Need New Names","NoViolet Bulawayo","11.99","Little, Brown and Company","05/20/2014","320","0"
"110","435","1789","9780544442788","Beowulf: A Translation and Commentary","Christopher Tolkien","17.71","Houghton Mifflin Harcourt","05/22/2014","448","9780544442788","Beowulf: A Translation and Commentary","J. R. R. Tolkien","18.43","Houghton Mifflin Harcourt","05/22/2014","448","1"
"111","441","3034","9780316405348","Invisible","James Patterson","16.8","Little, Brown and Company","06/23/2014","432","9780316405348","Invisible","James Patterson","16.8","Little, Brown and Company","06/23/2014","432","1"
"112","442","373","9780316033978","To Rise Again at a Decent Hour: A Novel","Joshua Ferris","15.6","Little, Brown and Company","05/13/2014","352","9780316242905","The Three: A Novel","Sarah Lotz","19.5","Little, Brown and Company","05/20/2014","480","0"
"113","442","1810","9780316033978","To Rise Again at a Decent Hour: A Novel","Joshua Ferris","15.6","Little, Brown and Company","05/13/2014","352","9780316211277","Unlucky 13","James Patterson","22.5","Little, Brown and Company","05/05/2014","480","0"
"114","442","2850","9780316033978","To Rise Again at a Decent Hour: A Novel","Joshua Ferris","15.6","Little, Brown and Company","05/13/2014","352","9780316230841","We Need New Names","NoViolet Bulawayo","11.99","Little, Brown and Company","05/20/2014","320","0"
"115","477","1607","9781250037756","Mr. Penumbra's 24-Hour Bookstore: A Novel","Robin Sloan","8.52","Picador","09/24/2013","304","9781250037756","Mr. Penumbra's 24-Hour Bookstore: A Novel","Robin Sloan","8.6","Picador","09/24/2013","304","1"
"116","486","2564","9780425251171","Archangel's Shadows (Guild Hunter)","Nalini Singh","6.0","Jove","10/28/2014","384","9780425251171","Archangel's Shadows (Guild Hunter Series #7)","Nalini Singh","7.99","Jove","10/28/2014","384","1"
"117","514","734","9781476779720","Change of Heart","Jude Deveraux","6.0","Pocket Books","10/21/2014","400","9781476790589","Christopher's Diary: Secrets of Foxworth","V. C. Andrews","7.99","Pocket Books","10/28/2014","352","0"
"118","521","1558","9780312427290","The Red Tent: A Novel","Anita Diamant","10.27","Picador","08/21/2007","352","9780312427290","Red Tent (10th Anniversary Edition)","Anita Diamant","10.49","Picador","08/21/2007","352","1"
"119","535","2477","9781451661545","The Silver Star: A Novel","Jeannette Walls","10.52","Scribner","06/03/2014","304","9781451661545","The Silver Star","Jeannette Walls","10.62","Scribner","06/03/2014","304","1"
"120","554","2309","9781455599738","Uganda Be Kidding Me","Chelsea Handler","27.0","Grand Central Publishing","03/04/2014","272","9781455550746","Best Kept Secrets","Sandra Brown","6.35","Grand Central Publishing","03/25/2014","448","0"
