id:INTEGER,ISBN_13,Title,Author,Price:FLOAT,Publisher,Publication_date,Pages:INTEGER
1968,9781118516386,Access 2013 For Dummies,Ken Cook,15.02,For Dummies,04/01/2013,456
1969,9781449357085,Office 2013: The Missing Manual,Nancy Conner,26.51,O'Reilly Media,06/14/2013,1050
1970,9780321584106,Eloquent Ruby (Addison-Wesley Professional Ruby Series),Russ Olsen,37.96,Addison-Wesley Professional,02/21/2011,448
1971,9781933820118,Interviewing Users: How to Uncover Compelling Insights,Steve Portigal,33.47,Rosenfeld Media,05/02/2013,176
1972,9781449372620,Flask Web Development: Developing Web Applications with Python,Miguel Grinberg,30.35,O'Reilly Media,05/18/2014,258
1973,9780312622374,Our Final Invention: Artificial Intelligence and the End of the Human Era,James Barrat,16.84,Thomas Dunne Books,10/01/2013,336
1974,9780133128086,Starting Out With Visual Basic 2012 (6th Edition),Tony Gaddis,118.07,Addison-Wesley,03/21/2013,912
1975,9781111138219,Principles of Information Security,Michael E. Whitman,133.83,Cengage Learning,01/01/2011,656
1976,9783319054728,"Quantum Chance: Nonlocality, Teleportation and Other Quantum Marvels",Nicolas Gisin,14.23,Copernicus,07/31/2014,109
1977,9780979387364,"Newton's Telecom Dictionary: Telecommunications, Networking, Information Technologies, The Internet, Wired, Wireless, Satellites and Fiber",Harry Newton,26.43,Flatiron Publishing,02/01/2013,1344
1978,9780470944882,"Visualize This: The FlowingData Guide to Design, Visualization, and Statistics",Nathan Yau,25.97,Wiley,07/20/2011,384
1979,9780123859303,"Letting Go of the Words, Second Edition: Writing Web Content that Works (Interactive Technologies)",Janice (Ginny) Redish,28.78,Morgan Kaufmann,08/28/2012,368
1980,9780789732644,Property and Casualty Insurance License Exam Cram,Bisys Educational Services,32.39,Pearson IT Certification,11/12/2006,544
1981,9781927925195,SF25: The Art of Street Fighter,Dai-Chan,40.01,Udon Entertainment,08/12/2014,448
1982,9780415843331,Capturing Light: The Heart of Photography,Michael Freeman,21.43,Focal Press,01/28/2014,256
1983,9780123852410,The UX Book: Process and Guidelines for Ensuring a Quality User Experience,Rex Hartson,77.37,Morgan Kaufmann,03/02/2012,968
1984,9781111530617,"The Legal Environment Today: Business In Its Ethical, Regulatory, E-Commerce, and Global Setting",Roger LeRoy Miller,247.47,Cengage Learning,01/01/2012,848
1985,9780071826068,Quicken 2014 The Official Guide (Quicken Press),Bobbi Sandberg,14.87,McGraw-Hill Osborne Media,11/26/2013,512
1986,9781502455192,iPhone 6 and iPhone 6+: A Simple Guide to the iPhone 6's Best Features,5 mn Smarts,5.31,CreateSpace Independent Publishing Platform,09/21/2014,24
1987,9781482674248,WordPress Websites Step-by-Step: The Complete Beginner's Guide to Creating a Website or Blog With WordPress,Caimin Jones,8.99,CreateSpace Independent Publishing Platform,02/04/2014,102
1988,9781595829948,The Art of Bioshock Infinite,Julian Murdoch,25.67,Dark Horse Books,03/26/2013,184
1989,9780321774095,Scala for the Impatient,Cay S. Horstmann,31.65,Addison-Wesley Professional,03/16/2012,384
1990,9780415711753,Adobe Photoshop CC for Photographers: A professional image editor's guide to the creative use of Photoshop for the Macintosh and PC,Martin Evening,39.68,Focal Press,07/01/2013,816
1991,9780321784070,PHP and MySQL for Dynamic Web Sites: Visual QuickPro Guide (4th Edition),Larry Ullman,28.23,Peachpit Press,09/23/2011,696
1992,9781497415027,SEO Step-by-Step - The Complete Beginner's Guide to Getting Traffic from Google,Caimin Jones,8.99,CreateSpace Independent Publishing Platform,03/21/2014,130
1993,9781118530474,Nikon D5200 For Dummies,Julie Adair King,20.27,For Dummies,04/29/2013,384
1994,9781449340384,Designing Multi-Device Experiences: An Ecosystem Approach to User Experiences across Devices,Michal Levin,26.53,O'Reilly Media,02/28/2014,322
1995,9781452257365,Presenting Data Effectively: Communicating Your Findings for Maximum Impact,Stephanie D. H. Evergreen,34.06,"SAGE Publications, Inc",10/04/2013,200
1996,9781937538439,Astrophotography,Thierry Legault,25.26,Rocky Nook,07/06/2014,240
1997,9781937538248,Fine Art Printing for Photographers: Exhibition Quality Prints with Inkjet Printers,Uwe Steinmueller,27.96,Rocky Nook,10/25/2013,356
1998,9780071816502,Advanced Genealogy Research Techniques,George G. Morgan,17.84,McGraw-Hill Osborne Media,09/10/2013,224
1999,9780596526849,Head First SQL: Your Brain on SQL -- A Learner's Guide,Lynn Beighley,30.32,O'Reilly Media,09/01/2007,610
2000,9780674368293,Hate Crimes in Cyberspace,Danielle Keats Citron,21.77,Harvard University Press,08/25/2014,352
2001,9780789749413,Predictive Analytics: Microsoft Excel,Conrad Carlberg,23.12,Que Publishing,07/12/2012,304
2002,9780133412185,"Exploring: Microsoft Excel 2013, Comprehensive (Exploring for Office 2013)",Robert T. Grauer,120.91,Prentice Hall,06/14/2013,736
2003,9781617291166,Learn PowerShell Toolmaking in a Month of Lunches,Don Jones,26.01,Manning Publications,12/22/2012,312
2004,9781494435998,Minecraft: AWESOME Building Ideas,Minecraft Books,8.99,CreateSpace Independent Publishing Platform,01/24/2014,112
2005,9781449363260,HTML5: The Missing Manual,Matthew MacDonald,26.04,O'Reilly Media,01/03/2014,518
2006,9781937870164,But It's Just A Game,Julia Cook,8.96,National Center for Youth Issues,09/15/2013,32
2007,9781285084534,David Busch's Canon EOS 5D Mark III Guide to Digital SLR Photography (David Busch's Digital Photography Guides),David D. Busch,17.96,Cengage Learning PTR,07/03/2013,480
2008,9781285455402,Ableton Live 9 Power!: The Comprehensive Guide,Jon Margulies,24.48,Cengage Learning PTR,05/28/2013,336
2009,9781430264453,"Beginning Power BI with Excel 2013: Self-Service Business Intelligence Using Power Pivot, Power View, Power Query, and Power Map",Dan Clark,29.28,Apress,09/24/2014,324
2010,9780133591743,Problem Solving with C++ (9th Edition),Walter Savitch,132.62,Addison-Wesley,02/21/2014,1088
2011,9780321968708,Photoshop for Lightroom Users (Digital Photography Courses),Scott Kelby,25.28,New Riders,12/29/2013,192
2012,9780596516178,The Ruby Programming Language,David Flanagan,24.77,O'Reilly Media,02/01/2008,448
2013,9780071827003,Instagram Power: Build Your Brand and Reach More Customers with the Power of Pictures,Jason G. Miles,13.74,McGraw-Hill,10/08/2013,240
2014,9780989795609,Sew Electric,Leah Buechley,27.04,HLT Press,10/30/2013,185
2015,9781608872794,Diablo III: Book of Tyrael,Tyrael,24.46,Insight Editions,10/22/2013,164
2016,9781935182504,Dependency Injection in .NET,Mark Seemann,31.93,Manning Publications,09/28/2011,584
2017,9780834802223,"Essential Kanji: 2,000 Basic Japanese Characters Systematically Arranged For Learning And Reference",P. G. O'Neill,15.16,Weatherhill,11/01/1987,328
2018,9781491947159,iPad: The Missing Manual,David Pogue,18.21,O'Reilly Media,12/05/2014,384
2019,9781783284818,IPython Interactive Computing and Visualization Cookbook,Cyrille Rossant,44.99,Packt Publishing - ebooks Account,09/25/2014,423
2020,9780789736130,How Computers Work (9th Edition),Ron White,21.67,Que Publishing,11/24/2007,464
2021,9780132855839,Starting Out with Java: From Control Structures through Objects (5th Edition),Tony Gaddis,112.91,Addison-Wesley,02/26/2012,1152
2022,9780735669413,Microsoft Office Professional 2013 Step by Step,Beth Melton,27.87,Microsoft Press,05/25/2013,1216
2023,9780321903617,"Natural Newborn Baby Photography: A Guide to Posing, Shooting, and Business",Robin Long,25.36,Peachpit Press,06/22/2013,216
2024,9781934356982,Practical Vim: Edit Text at the Speed of Thought (Pragmatic Programmers),Drew Neil,24.97,Pragmatic Bookshelf,10/11/2012,346
2025,9780735626942,Microsoft Excel 2010 (Step By Step),Curtis Frye,18.21,Microsoft Press,06/12/2010,432
2026,9781937538514,The Essence of Photography: Seeing and Creativity,Bruce Barnbaum,28.03,Rocky Nook,11/30/2014,196
2027,9781616554873,The Art of the Uncharted Trilogy,Naughty Dog,28.06,Dark Horse Books,04/28/2015,240
2028,9781616554828,The World of the Witcher,CD Projekt Red,28.06,Dark Horse Books,02/24/2015,184
2029,9780071801751,Oracle Database 12c The Complete Reference (Oracle Press),Bob Bryla,48.64,McGraw-Hill Osborne Media,09/11/2013,1472
2030,9780131489066,Applying UML and Patterns: An Introduction to Object-Oriented Analysis and Design and Iterative Development (3rd Edition),Craig Larman,62.14,Prentice Hall,10/30/2004,736
2031,9780240810966,Drawn to Life: 20 Golden Years of Disney Master Classes: Volume 1: The Walt Stanchfield Lectures,Walt Stanchfield,19.71,Focal Press,03/23/2009,448
2032,9780071749107,"Disrupting Class, Expanded Edition: How Disruptive Innovation Will Change the Way the World Learns",Michael B. Horn,20.87,McGraw-Hill,09/10/2010,272
2033,9780262013192,Probabilistic Graphical Models: Principles and Techniques (Adaptive Computation and Machine Learning series),Daphne Koller,99.75,The MIT Press,07/31/2009,1280
2034,9780262560993,The Little Schemer - 4th Edition,Daniel P. Friedman,29.7,The MIT Press,12/21/1995,216
2035,9781568814247,"Real-Time Rendering, Third Edition",Eric Haines,71.93,A K Peters/CRC Press,07/25/2008,1045
2036,9780321815385,A Project Guide to UX Design: For user experience designers in the field or in the making (2nd Edition) (Voices That Matter),Russ Unger,25.07,New Riders,03/19/2012,360
2037,9781491947852,Data Science at the Command Line: Facing the Future with Time-Tested Tools,Jeroen Janssens,29.19,O'Reilly Media,10/12/2014,212
2038,9780470133125,Microsoft Project 13,Microsoft Official Academic Course,99.75,Wiley,10/28/2013,353
2039,9781933820330,Service Design: From Insight to Implementation,Andy Polaine,32.97,Rosenfeld Media,03/13/2013,216
2040,9781435454293,"Best Business Practices for Photographers, Second Edition",John Harrington,22.78,Cengage Learning PTR,09/28/2009,560
2041,9781422103326,Competing on Analytics: The New Science of Winning,Thomas H. Davenport,18.8,Harvard Business Review Press,03/06/2007,240
2042,9780132742931,Business Data Networks and Security (9th Edition),Raymond R. Panko,179.04,Prentice Hall,07/23/2012,528
2043,9781590596159,The Game Maker's Apprentice: Game Development for Beginners,Jacob Habgood,22.59,Apress,07/09/2006,336
2044,9780672335914,System Center 2012 Operations Manager Unleashed (2nd Edition),Kerrie Meyler,34.69,Sams Publishing,03/10/2013,1536
2045,9780789751386,My Google Chromebook (2nd Edition),Michael Miller,16.52,Que Publishing,04/19/2013,288
2046,9781118504222,Big Data For Dummies,Alan Nugent,18.35,For Dummies,04/15/2013,336
2047,9780240817910,"Digital Cinematography: Fundamentals, Tools, Techniques, and Workflows",David Stump,48.26,Focal Press,05/09/2014,494
2048,9781118690833,iPhone For Dummies,Edward C. Baig,15.07,For Dummies,11/04/2013,416
2049,9780130676344,Agile Software Development with Scrum (Series in Agile Software Development),Ken Schwaber,37.1,Prentice Hall,10/21/2001,158
2050,9781118749685,CCENT Study Guide: Exam 100-101 (ICND1),Todd Lammle,28.67,Sybex,08/12/2013,744
2051,9781285093284,Microsoft Access 2013: Illustrated Introductory,Lisa Friedrichsen,56.24,Cengage Learning,05/09/2013,280
2052,9780486253060,"Script and Cursive Alphabets: 100 Complete Fonts (Lettering, Calligraphy, Typography)",Dan X. Solo,12.05,Dover Publications,03/01/1987,104
2053,9781101897638,Far Cry 4 Collector's Edition: Prima Official Game Guide,Prima Games,24.91,Prima Games,11/18/2014,320
2054,9781118530467,Nikon D7100 For Dummies,Julie Adair King,18.5,For Dummies,06/24/2013,384
2055,9781118273814,SharePoint 2010 For Dummies,Vanessa L. Williams,19.57,For Dummies,07/10/2012,504
2056,9781593276003,The LEGO MINDSTORMS EV3 Idea Book: 181 Simple Machines and Clever Contraptions,Yoshihito Isogawa,18.56,No Starch Press,11/20/2014,232
2057,9780596009656,Learning the bash Shell: Unix Shell Programming (In a Nutshell (O'Reilly)),Cameron Newham,21.7,O'Reilly Media,04/05/2005,354
2058,9781585038541,SolidWorks 2014 Part II - Advanced Techniques,Paul Tran,46.47,SDC Publications,01/02/2014,720
2059,9781133526551,Teachers Discovering Computers: Integrating Technology in a Connected World (Shelly Cashman),Gary B. Shelly,160.92,Cengage Learning,11/16/2011,512
2060,9780984725113,"Race Against the Machine: How the Digital Revolution is Accelerating Innovation, Driving Productivity, and Irreversibly Transforming Employment and the Economy",Erik Brynjolfsson,11.69,Digital Frontier Press,01/23/2012,98
2061,9781118442272,Professional WordPress: Design and Development,Brad Williams,29.57,Wrox,01/04/2013,456
2062,9781118862377,iMac For Dummies,Mark L. Chambers,15.03,For Dummies,05/05/2014,432
2063,9781305260344,"Windows PowerShell Programming for the Absolute Beginner, 3rd",Jr.   Jerry Lee Ford,22.16,Cengage Learning PTR,06/05/2014,480
2064,9781502579898,Effective Java (2nd Edition),Joshua Bloch,28.69,CreateSpace Independent Publishing Platform,10/02/2014,368
2065,9780596158101,Programming Python,Mark Lutz,40.89,O'Reilly Media,01/10/2011,1632
2066,9781449320683,Windows PowerShell Cookbook: The Complete Guide to Scripting Microsoft's Command Shell,Lee Holmes,40,O'Reilly Media,01/20/2013,1036
2067,9781616890773,"Generative Design: Visualize, Program, and Create with Processing",Hartmut Bohnacker,61.61,Princeton Architectural Press,08/22/2012,472
2068,9780538747158,"Microsoft Office 2010: Illustrated Introductory, First Course",Elizabeth Eisner Reding,145.26,Cengage Learning,07/27/2010,688
2069,9780071801607,RHCSA/RHCE Red Hat Linux Certification Practice Exams with Virtual Machines (Exams EX200 & EX300),Michael Jang,25.3,McGraw-Hill Osborne Media,10/09/2012,320
2070,9780521663502,Purely Functional Data Structures,Chris Okasaki,30.15,Cambridge University Press,06/13/1999,232
2071,9780672335679,Sams Teach Yourself C++ in One Hour a Day (7th Edition),Siddhartha Rao,26.53,Sams Publishing,05/20/2012,768
2072,9780615821887,"Project Management Using Microsoft Project 2013: A Training and Reference Guide for Project Managers Using Standard, Professional, Server, Web Application and Project Online",Gus Cicala,32.47,Project Assistants Publishing,08/27/2013,456
2073,9780133591620,Modern Operating Systems (4th Edition),Herbert Bos,133.53,Prentice Hall,03/20/2014,1136
2074,9781422146606,Adventures of an IT Leader,Robert D. Austin,18.91,Harvard Business Press,04/21/2009,320
2075,9781118871249,AutoCAD 2015 and AutoCAD LT 2015 Essentials: Autodesk Official Press,Scott Onstott,42.6,Sybex,04/21/2014,416
2076,9780672337079,System Center 2012 Service Manager Unleashed,Samuel Erskine,41.62,Sams Publishing,10/06/2014,960
2077,9780321884497,Database Design for Mere Mortals: A Hands-On Guide to Relational Database Design (3rd Edition),Michael J. Hernandez,31.87,Addison-Wesley Professional,02/24/2013,672
2078,9780321637734,"Advanced Programming in the UNIX Environment, 3rd Edition",W. Richard Stevens,49.29,Addison-Wesley Professional,05/24/2013,1024
2079,9781118123898,Adobe Photoshop CS6 Digital Classroom,Jennifer Smith,33.13,Wiley,06/13/2012,448
2080,9780321826626,NoSQL Distilled: A Brief Guide to the Emerging World of Polyglot Persistence,Martin Fowler,30.99,Addison-Wesley Professional,08/18/2012,192
2081,9781118104507,Office 365 For Dummies,Ken Withee,15.04,For Dummies,02/07/2012,336
2082,9781119950134,ITIL For Dummies,Peter Farenden,27.29,For Dummies,04/23/2012,392
2083,9781118723159,iPad mini For Dummies,Edward C. Baig,17.19,For Dummies,02/10/2014,416
2084,9780133512113,"Skills for Success with Office 2013 Volume 1 (Skills for Success, Office 2013)",Kris Townsend,131.38,Prentice Hall,06/21/2013,784
2085,9781449358068,RESTful Web APIs,Leonard Richardson,29.66,O'Reilly Media,09/30/2013,408
2086,9781587204173,CCNA Voice 640-461 Official Cert Guide,Jeremy Cioara,30.37,Cisco Press,09/19/2011,528
2087,9780989654524,"Korean From Zero! 1: Proven Methods to Learn Korean with integrated Workbook, MP3 Audio download, and Online Support (Volume 1)",George Trombley,22.7,Learn From Zero,05/01/2014,364
2088,9781285089454,Using Quickbooks Accountant 2013 (with CD-ROM and Data File CD-ROM),Glenn Owen,144.32,Cengage Learning,07/30/2013,432
2089,9780823023493,"Creating Characters with Personality: For Film, TV, Animation, Video Games, and Graphic Novels",Tom Bancroft,13.64,Watson-Guptill,02/01/2006,144
2090,9781285062297,Management of Information Security,Michael E. Whitman,117.73,Cengage Learning,10/07/2013,592
2091,9781890774752,Murach's ASP.NET 4.5 Web Programming with C# 2012 (Murach: Training & Reference),Mary Delamater,41.67,Mike Murach & Associates,08/07/2013,856
2092,9781430227489,Robot Building for Beginners (Technology in Action),David Cook,23.19,Apress,01/05/2010,516
2093,9780321784117,Food Photography: From Snapshots to Great Shots,Nicole S. Young,17.34,Peachpit Press,08/13/2011,288
2094,9780761535713,"The Geography Bee Complete Preparation Handbook: 1,001 Questions & Answers to Help You Win Again and Again!",Matthew T. Rosenberg,14.04,Three Rivers Press,05/28/2002,320
2095,9781118508404,Solidworks 2013 Bible,Matt Lombard,36.37,Wiley,03/11/2013,1296
2096,9780321605788,Agile Product Management with Scrum: Creating Products that Customers Love (Addison-Wesley Signature Series (Cohn)),Roman Pichler,30.23,Addison-Wesley Professional,04/01/2010,160
2097,9781118495827,Professional SharePoint 2013 Development,Reza Alirezaei,32.18,Wrox,03/11/2013,816
2098,9781118717370,Android Programming: Pushing the Limits,Erik Hellman,32.17,Wiley,11/04/2013,432
2099,9780071819251,Make Your Own PCBs with EAGLE: From Schematic Designs to Finished Boards,Simon Monk,18.4,McGraw-Hill/TAB Electronics,05/22/2014,304
2100,9781400096237,"The Information: A History, A Theory, A Flood",James Gleick,11.3,Vintage,03/06/2012,544
2101,9780205985517,IBM SPSS Statistics 21 Step by Step: A Simple Guide and Reference (13th Edition),Darren George,22.25,Pearson,07/26/2013,416
2102,9780071760478,Microsoft SQL Server 2012 Reporting Services 4/E,Brian Larson,30.16,McGraw-Hill Osborne Media,03/01/2012,784
2103,9780596517717,Making Things Happen: Mastering Project Management (Theory in Practice),Scott Berkun,32.3,O'Reilly Media,04/01/2008,410
2104,9780132126953,Computer Networks (5th Edition),Andrew S. Tanenbaum,124.79,Prentice Hall,10/07/2010,960
2105,9780132953443,E-Marketing (7th Edition),Judy Strauss,141.86,Prentice Hall,07/21/2013,496
2106,9780735619937,Agile Project Management with Scrum (Developer Best Practices),Ken Schwaber,23.12,Microsoft Press,02/21/2004,192
2107,9780321834577,Implementing Domain-Driven Design,Vaughn Vernon,39.75,Addison-Wesley Professional,02/16/2013,656
2108,9781118816189,Facebook Marketing All-in-One For Dummies (For Dummies (Business & Personal Finance)),Andrea Vahl,24.41,For Dummies,08/18/2014,792
2109,9780321947802,The Photoshop Elements 12 Book for Digital Photographers (Voices That Matter),Scott Kelby,32.38,New Riders,12/27/2013,456
2110,9780071789059,Mike Meyers' CompTIA Network+ Certification Passport: Exam N10-005 (Mike Meyers' Certification Passport),Michael Meyers,25.17,Mcgraw-Hill Osborne Media,04/11/2012,435
2111,9781118846773,Beginning ASP.NET 4.5.1: in C# and VB (Wrox Programmer to Programmer),Imar Spaanjaars,28.91,Wrox,03/24/2014,864
2112,9780988232747,Book 1: Diving In - iOS App Development for Non-Programmers Series: The Series on How to Create iPhone & iPad Apps,Sharlene M McNeish,14.55,"Oak Leaf Enterprises, Inc.",12/04/2012,138
2113,9780393979503,"C Programming: A Modern Approach, 2nd Edition",K. N. King,115.05,W. W. Norton & Company,04/19/2008,832
2114,9781449330729,Think Python,Allen B. Downey,35.87,O'Reilly Media,08/23/2012,300
2115,9781449316693,"Linux Pocket Guide, 2nd Edition",Daniel J. Barrett,9,O'Reilly Media,03/30/2012,230
2116,9781897376027,Okami Official Complete Works,Michelle Kirie Hayashi,29.55,Udon Entertainment,06/10/2008,288
2117,9781591846178,Jony Ive: The Genius Behind Apple's Greatest Products,Leander Kahney,16.75,Portfolio Hardcover,11/14/2013,320
2118,9780137081608,"Core Java, Volume II--Advanced Features (9th Edition) (Core Series)",Cay S. Horstmann,38.08,Prentice Hall,03/06/2013,1152
2119,9780448480596,Ultimate Search-and-Find (Skylanders Universe),Grosset & Dunlap,6.29,Grosset & Dunlap,02/20/2014,32
2120,9781430248637,Pro Apache Hadoop,Sameer Wadkar,32.82,Apress,09/10/2014,444
2121,9780071802499,How to Do Everything MacBook Air,Jason Rich,14.87,McGraw-Hill Osborne Media,08/14/2012,368
2122,9780321701763,Adobe Photoshop CS5 Classroom in a Book,Adobe Creative Team,34.35,Adobe Press,06/06/2010,464
2123,9781118795484,Raspberry Pi User Guide,Gareth Halfacree,15.92,Wiley,12/04/2013,312
2124,9781934240281,Microsoft Project Server 2013 Managing Projects and Portfolios,Rodney Walker,66.74,Chefetz LLC dba msProjectExperts,10/01/2013,960
2125,9780123865885,"Therapist's Guide to Clinical Intervention, Second Edition: The 1-2-3's of Treatment Planning (Practical Resources for the Mental Health Professional)",Sharon L. Johnson,47.46,Academic Press,09/26/2003,562
2126,9780321919410,Adobe Dreamweaver CC Classroom in a Book,Adobe Creative Team,38.89,Adobe Press,07/25/2013,448
2127,9780781812511,"Beginner's Russian With Interactive Online Workbook: A Basic Russian Course; Learn Basic Language and Start Speaking Today, Online Activities, Videos, ... Life, Useful Lessons Cove (Russian Edition)",Olga E. Kagan,24.88,Hippocrene Books,July 2010,383
2128,9780789750730,"The Unauthorized Guide to iPhone, iPad, and iPod Repair: A DIY Guide to Extending the Life of Your iDevices!",Timothy L. Warner,18,Que Publishing,05/06/2013,304
2129,9781118295274,Exam 98-349 MTA Windows Operating System Fundamentals,Microsoft Official Academic Course,72.43,Wiley,05/15/2012,328
2130,9780133574845,Interactive Computer Graphics: A Top-Down Approach with WebGL (7th Edition),Edward Angel,131.32,Addison-Wesley,03/10/2014,736
2131,9781285099200,"New Perspectives on Microsoft Access 2013, Comprehensive",Sharon Scollard,141.21,Cengage Learning,10/24/2013,832
2132,9781305106642,David Busch's Canon PowerShot G16 Guide to Digital Photography,David D. Busch,22.73,Cengage Learning PTR,04/11/2014,304
2133,9780321486813,"Compilers: Principles, Techniques, and Tools (2nd Edition)",Alfred V. Aho,137.75,Addison Wesley,09/10/2006,1000
2134,9780735673618,Exam Ref 70-412 Configuring Advanced Windows Server 2012 R2 Services (MCSA),J.C. Mackin,25.75,Microsoft Press,03/25/2014,384
2135,9780470487723,Word 2010 For Dummies,Dan Gookin,15.03,For Dummies,05/10/2010,408
2136,9781118607961,SQL For Dummies,Allen G. Taylor,18.5,For Dummies,09/03/2013,480
2137,9780201702255,Writing Effective Use Cases,Alistair Cockburn,44.58,Addison-Wesley Professional,10/15/2000,304
2138,9780240808451,Force: Dynamic Life Drawing for Animators,Mike Mattesi,26.96,Focal Press,09/08/2006,248
2139,9780470665763,Interaction Design: Beyond Human - Computer Interaction,Yvonne Rogers,53.33,Wiley,06/07/2011,602
2140,9781937785734,"Node.js the Right Way: Practical, Server-Side JavaScript That Scales",Jim R. Wilson,13.74,Pragmatic Bookshelf,12/05/2013,148
2141,9780470943359,Stephens' Visual Basic Programming 24-Hour Trainer,Rod Stephens,25.91,Wrox,02/08/2011,504
2142,9780840028174,"Looking Out, Looking In",Ronald B. Adler,167.8,Cengage Learning,01/01/2013,448
2143,9781491906842,App Inventor 2,Liz Looney,28.06,O'Reilly Media,10/23/2014,360
2144,9781593275686,The Art of LEGO MINDSTORMS EV3 Programming (Full Color),Terry Griffin,24.89,No Starch Press,10/31/2014,276
2145,9780132172288,Millimeter Wave Wireless Communications,James N. Murdock,104.12,Prentice Hall,09/28/2014,704
2146,9780735669208,MOS 2013 Study Guide for Microsoft Excel (MOS Study Guide),Joan Lambert,15.39,Microsoft Press,08/25/2013,166
2147,9781133187790,Introduction to the Theory of Computation,Michael Sipser,183.47,Cengage Learning,06/27/2012,480
2148,9781430210788,Founders at Work: Stories of Startups' Early Days,Jessica Livingston,10.69,Apress,09/18/2008,488
2149,9780137081073,The Clean Coder: A Code of Conduct for Professional Programmers (Robert C. Martin Series),Robert C. Martin,34.57,Prentice Hall,05/23/2011,256
2150,9780596005955,Classic Shell Scripting,Arnold Robbins,22.76,O'Reilly Media,05/01/2005,560
2151,9781118662090,The Browser Hacker's Handbook,Wade Alcorn,44.73,Wiley,03/24/2014,648
2152,9780133050905,Business Intelligence and Analytics: Systems for Decision Support (10th Edition),Dursun Delen,217.97,Prentice Hall,01/09/2014,688
2153,9780470487655,PowerPoint 2010 For Dummies,Doug Lowe,16.14,For Dummies,05/10/2010,336
2154,9780735682672,"Windows Server 2012 R2 Inside Out Volume 1: Configuration, Storage, & Essentials",William Stanek,39.13,Microsoft Press,02/25/2014,848
2155,9780071825467,Mobile for Good: A How-To Fundraising Guide for Nonprofits,Heather Mansfield,22.69,McGraw-Hill,03/17/2014,256
2156,9780199206650,Networks: An Introduction,Mark Newman,64.09,Oxford University Press,05/20/2010,720
2157,9781118647677,CEH: Certified Ethical Hacker Version 8 Study Guide,Sean-Philip Oriyano,30.81,Sybex,08/25/2014,504
2158,9781440328558,The Unofficial Hunger Games Wilderness Survival Guide,Creek Stewart,13.02,Living Ready,05/31/2013,192
2159,9780321773036,"OpenGL Programming Guide: The Official Guide to Learning OpenGL, Version 4.3 (8th Edition)",Dave Shreiner,48.42,Addison-Wesley Professional,03/30/2013,984
2160,9781118679210,Data Storage Networking: Real World Skills for the CompTIA Storage+ Certification and Beyond,Nigel Poulton,36.07,Sybex,03/24/2014,600
2161,9780387402727,All of Statistics: A Concise Course in Statistical Inference (Springer Texts in Statistics),Larry Wasserman,82.39,Springer,09/17/2004,442
2162,9781435458864,"Mathematics for 3D Game Programming and Computer Graphics, Third Edition",Eric Lengyel,38.69,Cengage Learning PTR,06/02/2011,576
2163,9780761168829,"Is This Thing On?, revised edition: A Computer Handbook for Late Bloomers, Technophobes, and the Kicking & Screaming",Abby Stokes,10.72,Workman Publishing Company,01/03/2012,448
2164,9781118821701,Mastering System Center 2012 R2 Configuration Manager,Santos Martinez,38.83,Sybex,03/10/2014,936
2165,9780240817361,After Effects Apprentice: Real World Skills for the Aspiring Motion Graphics Artist,Chris Meyer,40.34,Focal Press,08/23/2012,364
2166,9781118380932,Hacking For Dummies,Kevin Beaver,19.57,For Dummies,01/29/2013,408
2167,9781118540121,PMP Certification All-in-One For Dummies,Cynthia Snyder,28.1,For Dummies,09/16/2013,912
2168,9781118391709,Photographing Families: Tips for Capturing Timeless Images,Michele Celentano,20,Wiley,02/04/2013,256
2169,9781936220878,"Microsoft PowerPoint 2013 Introduction Quick Reference Guide (Cheat Sheet of Instructions, Tips & Shortcuts - Laminated Card)",Beezix Inc.,3.24,Beezix Inc.,02/21/2013,2
2170,9781452276618,Digital Leadership: Changing Paradigms for Changing Times,Eric C. Sheninger,24.29,Corwin,01/14/2014,264
2171,9780073376066,Introduction to Programming with Java: A Problem Solving Approach,John Dean,39,McGraw-Hill Science/Engineering/Math,01/25/2013,960
2172,9780133128918,"Basics of Web Design: HTML5 & CSS3, 2nd Edition",Terry Felke-Morris,79.35,Addison-Wesley,01/28/2013,432
2173,9781118137543,CompTIA Network+ Deluxe Study Guide Recommended Courseware: Exam N10-005,Todd Lammle,54.56,Sybex,02/21/2012,816
2174,9781285169071,Microsoft Access 2013: Complete (Shelly Cashman Series),Philip J. Pratt,104.51,Cengage Learning,08/05/2013,600
2175,9780133900064,The 46 Rules of Genius: An Innovator's Guide to Creativity (Voices That Matter),Marty Neumeier,16.12,New Riders,05/29/2014,144
2176,9780786948673,"Dungeons & Dragons Player's Handbook: Arcane, Divine, and Martial Heroes (Roleplaying Game Core Rules)",Rob Heinsoo,23.68,Wizards of the Coast,06/06/2008,317
2177,9781118016862,Microsoft Windows Server Administration Essentials,Tom Carpenter,25.46,Sybex,08/30/2011,400
2178,9781118891681,Business Data Communications and Networking,Alexandra Durcikova,183.12,Wiley,08/25/2014,416
2179,9780133827354,"Technology In Action, Introductory (11th Edition)",Alan Evans,130.38,Prentice Hall,03/22/2014,464
2180,9781118877166,Level Up! The Guide to Great Video Game Design,Scott Rogers,30.01,Wiley,04/28/2014,550
2181,9781937986254,Photographer's Guide to the Nikon Coolpix P600,Alexander S. White,23.98,White Knight Press,06/01/2014,424
